
1.0,-1.1729023,1.0585487,-0.35695937,0.041460566,0.34633744,-0.020786107,0.062269945,0.12719114,0.009882048,0.072931826,-0.11899048,0.32950437
1.0,-0.7021283,0.8018471,-0.6921164,0.63761455,-0.2579205,0.59571785,-0.06321107,-0.0824344,0.104085505,-0.15292265,0.2626404,-0.019068789
1.0,-0.8355515,0.88528955,-0.7601678,0.7034775,-0.3781924,0.6393395,-0.32421824,0.12089645,-0.07819594,-0.0031381175,0.1424782,-0.04116211
1.0,-0.8612225,1.1434057,-1.1692245,1.1681894,-0.9419357,1.1623225,-0.6399441,0.4413777,-0.2731528,0.1396119,0.007892005,0.046730556
1.0,-0.3081483,0.6881337,0.0771906,0.38124567,0.5021174,-0.12263757,0.5298607,0.056777913,0.1718423,0.19244051,-0.08815783,0.23206145
1.0,-0.22746898,0.62654185,-0.028626174,0.67478794,0.31896332,0.041711867,0.35802898,0.26223582,0.24967325,0.21133608,-0.020327482,0.26874992
1.0,-0.35346782,0.6149678,-0.123836085,0.69206834,0.06905266,0.08804925,0.22293444,0.3205184,0.10456068,0.18014875,-0.060061347,0.23120007
1.0,-0.3133251,0.6049732,-0.0051635243,0.5342181,0.36457837,-0.02005959,0.35399607,0.18836609,0.11983643,0.200773,-0.11791452,0.25236502
1.0,-0.41134724,0.7906772,-0.17256789,0.6721537,0.19359727,0.116175905,0.24745692,0.30798334,0.032138444,0.30665305,-0.18677978,0.2716685
1.0,-0.16958313,0.6327446,0.019862488,0.573228,0.389886,0.038667224,0.37592444,0.26620775,0.16237143,0.19786595,-0.099281296,0.2648896
1.0,-0.74604166,1.1657556,-0.59119195,0.9153009,-0.44201955,0.9668613,-0.5667429,0.7025151,-0.4912431,0.44291216,-0.16743886,0.027350696
1.0,-0.84490156,0.8008123,-0.36652395,0.22420764,0.11331902,0.04047206,0.105201036,0.020532131,-0.013072699,0.26377973,-0.21950491,0.43226677
1.0,-0.6856225,1.0398755,-0.44566068,0.81634474,-0.32227033,0.901287,-0.41447744,0.59885263,-0.3173493,0.21572581,0.029790502,-0.0133497
1.0,-0.77277625,1.0020182,-0.3771728,0.56397396,-0.15349276,0.7223331,-0.4174316,0.5425677,-0.3584375,0.26324168,-0.04769761,-0.016389048
1.0,-0.62750345,0.6213127,-0.06840255,0.3734803,0.011014403,0.40488082,-0.021543367,0.11410617,-0.04508992,0.06473317,0.047366075,-0.02889528
1.0,-0.5010226,0.36417156,0.053015858,0.27734542,0.1282379,0.03693599,0.06785628,0.17574772,-0.12541632,-0.038248595,0.21529883,-0.18787752
1.0,-0.56732327,0.7293642,-0.24237438,0.56515795,-0.1078189,0.45646092,-0.096270226,0.3427933,-0.31020457,0.27825716,-0.029024791,-0.0812575
1.0,-1.0299879,1.2074289,-0.25853035,0.05285362,0.27808735,0.10922717,-0.18359832,0.15052252,-0.032154538,0.030810907,-0.08541988,0.113400735
1.0,-1.3156055,1.8339404,-1.0294809,0.5650144,0.15402786,-0.10205153,0.1368431,-0.14358775,0.25468045,-0.29175794,0.19359174,-0.06644944
1.0,-1.3460113,1.6325096,-0.8931099,0.4033255,0.025227854,-0.05452379,0.25857314,-0.5151854,0.5907546,-0.35731444,0.13827811,0.03568162
1.0,-0.9634715,1.0977538,-0.37749258,0.092011385,0.22392587,-0.19105741,0.32328594,-0.13339368,-0.03508442,0.24706224,-0.17050226,0.23142223
1.0,-0.8539237,0.97997075,-0.23773158,0.008309526,0.2985018,-0.2827216,0.42162472,-0.17827244,0.040385157,0.16782531,-0.11522475,0.16507109
1.0,-0.60959613,0.3906632,-0.051494565,0.19176957,-0.051155925,0.41038647,-0.262664,0.041668825,0.23563495,-0.12099323,0.21750519,0.1456127
1.0,-0.96988416,1.1717432,-0.5797758,0.30680895,0.05227975,-0.18405886,0.41280186,-0.19728595,0.0731926,0.09553902,-0.062110484,0.13100249
1.0,-0.1578203,0.7252355,0.008363977,0.64309204,0.3746311,0.1564644,0.47102273,0.18116933,0.1993027,0.1512065,-0.0044212695,0.15749711
1.0,-0.05719194,0.5685909,0.07477224,0.6930328,0.417469,0.12237914,0.470803,0.2415891,0.23804261,0.08127178,0.09533901,0.09985284
1.0,-0.14123195,0.54930246,0.0011364762,0.7114573,0.326437,0.0881263,0.45136112,0.20846348,0.24141674,0.028631207,0.11546069,0.10434424
1.0,-0.006784279,0.42491487,0.043467157,0.78928715,0.35964227,0.17617707,0.4029329,0.3108657,0.21285225,0.019925788,0.17696744,0.13701269
1.0,0.0037331935,0.40527114,0.056154348,0.782647,0.29558423,0.13389885,0.3658263,0.34953475,0.21302149,-0.03234047,0.14487778,0.12447471
1.0,-0.0844937,0.50984865,-0.041475967,0.9444274,0.10669149,0.23418897,0.24569948,0.45110345,0.12416925,0.007487878,0.075453,0.14227206
1.0,-0.83233476,0.77270085,-0.078074634,-0.11510992,0.25294358,0.074326806,-0.059776716,0.08481158,-0.04056278,-0.05302839,0.0857136,-0.03142532
1.0,-0.76188356,0.73857427,-0.29001063,0.34594375,0.023074912,0.18337435,0.13314407,-0.042404935,-0.05124014,-0.027548043,0.08071062,-0.029852182
1.0,-0.6381365,0.4950747,0.04343194,0.07414894,0.1925792,0.093043916,0.22783633,-0.16611665,0.14654745,-0.1760101,0.13689671,0.006780433
1.0,-1.2591857,1.1373578,-0.33103478,-0.0063252794,0.32630742,-0.19708902,0.21015629,0.0066761402,-0.0040926337,0.16270867,-0.07215987,0.23115648
1.0,-0.99657935,1.1647063,-0.5995396,0.5792952,-0.22243835,0.2927013,0.2727992,-0.32681227,0.26617527,-0.19903708,0.06504822,0.031398427
1.0,-1.0585929,1.0346133,-0.31878802,0.13870133,0.27046782,-0.20349152,0.5581535,-0.47909942,0.3047002,-0.24620335,0.22225694,-0.13013168
1.0,-0.8895029,1.0820137,-0.35346857,0.32147953,0.4560547,-0.22519992,0.7363012,-0.4205364,0.39751607,-0.16152495,0.16318081,0.022249836
1.0,-1.068345,0.976752,-0.49770924,0.48686102,-0.08406662,0.102488376,0.06808885,0.06009587,-0.053956427,-0.09705282,0.09790354,0.026782328
1.0,-1.1331077,1.0967159,-0.6724999,0.74936587,-0.43476257,0.28592727,0.12581046,-0.19820945,0.07933076,-0.0036138147,0.02390685,0.05875316
1.0,-0.8933001,0.83310986,-0.57334894,0.60618037,-0.3086825,0.33084545,-0.00084287673,0.034928236,-0.1323726,-0.08714719,0.24141638,0.034558613
1.0,-1.0924119,1.2277327,-0.9719743,0.9262836,-0.39770603,0.19200438,0.11287632,-0.015568338,-0.014640801,-0.068983525,0.14040448,0.06833789
1.0,-0.8255691,0.85887927,-0.35247728,0.3834579,0.05777948,0.09321252,0.08576529,0.1090523,-0.007530611,-0.08483656,0.14300984,0.0593825
1.0,-1.2317114,1.4001147,-0.87146246,0.7431412,-0.26143083,0.18793017,0.09466877,-5.372893e-05,-0.018834183,0.028855938,0.083461344,-0.0038276366
